"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ADI1",2307.91910542143,0.117302382210957,0.0601053314054528,-11.1564209812439,6.66198552262064e-29,1.52605732256364e-26
"C10orf10",335.822307880989,-0.372237080380445,0.0996101090364817,11.1315970394988,8.8043758003235e-29,1.98918589143473e-26
"CCND1",2087.7117855309,-0.0533143790271108,0.0590027729818654,11.1283870621134,9.12720760692763e-29,2.03425723055483e-26
"ATP6V0E2",2449.97203888829,-0.311981000431343,0.0630220463344721,-11.0932187349083,1.35329042639628e-28,2.97597586700718e-26
"DHX37",1657.77113424762,0.270208215716615,0.0652611022956439,-11.0674322443895,1.80498533611943e-28,3.9170556774497e-26
"GADD45A",2750.5855399838,0.488651231563206,0.0549629991320662,11.0430618090961,2.36823130726258e-28,4.94420746211162e-26
"RBM19",1174.3900050099,-0.0515043406980447,0.0626435816080814,-11.0445703620907,2.3287898781231e-28,4.94420746211162e-26
"TOB1",2164.11575669062,0.481863060284114,0.0567550897555508,11.0435158441345,2.35629126879793e-28,4.94420746211162e-26
"DHX34",2094.95112465084,0.153075890899452,0.0600228591918671,-11.0100079758468,3.41973446566771e-28,7.05021006778219e-26
"OBFC2B",1845.04699865205,-0.0794263692985838,0.0691600004433178,-10.9829556974417,4.61570112204403e-28,9.39836525998423e-26
"NPTX1",1900.06120189579,0.197767857888784,0.0638834529267661,10.9548511589469,6.29818204917633e-28,1.26677946996421e-25
"NOTCH3",1431.90267026975,0.255678019858586,0.0730706020415333,10.9469683722714,6.87088562665543e-28,1.36531947759552e-25
"GPATCH4",2347.18277411174,0.20351427028675,0.0658055313672922,-10.9273253476307,8.53263994123926e-28,1.67534322084356e-25
"H2AFV",4513.73579386981,-0.123641221584248,0.0525183337841713,-10.9162138268139,9.64324106842835e-28,1.85449901085917e-25
"MYBBP1A",3008.31317620661,0.122768879251294,0.0587565422173205,-10.9159622808677,9.66997604643721e-28,1.85449901085917e-25
"BASP1",4636.09515321042,-0.213301597784465,0.0519255393405161,10.9102376317849,1.02986787069405e-27,1.95236905647781e-25
"CTH",651.375817679478,-0.0885588575156259,0.0830741411196277,10.9069784036042,1.06745585208136e-27,1.97815161442448e-25
"PLA2G16",518.140744548912,0.476099081766439,0.0856908959200693,10.9069851807775,1.06737629773839e-27,1.97815161442448e-25
"NELF",2022.4569156043,-0.151641049212005,0.0683342341386429,-10.8636636257429,1.71718800521194e-27,3.1468424188845e-25
"LPPR3",162.361839170674,-0.011862724650289,0.12097025592878,10.8611986313777,1.76418202183847e-27,3.19743451496505e-25
"HIST2H2BE",805.86137009858,0.757009991257309,0.0889362527908751,10.834354862341,2.36627399932694e-27,4.2420605511847e-25
"AGPAT3",1873.50627762369,-0.020966992391005,0.0594176444966317,-10.7821979182018,4.17782009468674e-27,7.40911686254499e-25
"JUN",12035.4845369772,0.341093250220083,0.0464034968167311,10.7751134901143,4.51225316293743e-27,7.91708419322628e-25
"ERAP2",418.986786223063,0.754611722711948,0.0943774128158331,10.726507605127,7.64303959073056e-27,1.32027079554787e-24
"GUSB",1168.0643808796,0.304097266283742,0.0648194733065078,10.7260034763064,7.68483577109047e-27,1.32027079554787e-24
"AGRN",1766.29154420093,0.487985192268792,0.0767499459713893,10.7225885029411,7.97399254593195e-27,1.35582535113459e-24
"TSC22D3",9676.27608467123,-0.112961434920875,0.0535482297658221,10.6986680015217,1.03251732185642e-26,1.73768450912019e-24
"MDFIC",782.021798775864,0.437598070671815,0.0816115140386763,10.676366569897,1.31311004798287e-26,2.18758828498803e-24
"ABL2",1755.78005845498,0.0365700876934656,0.0678024327080144,10.6751639045183,1.3302255810259e-26,2.19394105078602e-24
"SHMT2",2787.38166871906,0.12558878041332,0.0695139723942195,10.6638992343995,1.50166619388661e-26,2.45217629067047e-24
"ATPAF1",3214.46482569443,0.00430637653562321,0.0524861699420853,-10.6371235836047,2.00214918885372e-26,3.237396722722e-24
"KLHL24",1280.98596099549,0.221198504726562,0.0706792735669272,10.6059194484841,2.7969918523642e-26,4.47871714767405e-24
"ICMT",6466.705193165,0.168777988467463,0.0488597541429963,-10.5903425500461,3.30380624888969e-26,5.23939196759015e-24
"IDS",2825.61958126317,-0.582836579312067,0.0565779542894916,-10.5404683502923,5.62182228990503e-26,8.83054428832415e-24
"CERK",2190.93887232119,0.0725357266289331,0.0571147330760907,-10.5288356721383,6.36164664438478e-26,9.89836208545644e-24
"INHBE",151.415056115686,-0.329791877360463,0.123473574595731,10.4985475723422,8.77193925741166e-26,1.35210835675225e-23
"ZNF503",4468.10500660893,0.0874436142204061,0.0660867679555116,-10.4715254471005,1.16746310341806e-25,1.78286749672907e-23
"HSPB8",603.467300781411,-0.0773721653272105,0.0819819716161333,10.4605909813615,1.3103579680084e-25,1.98272788682226e-23
"ZNF467",228.548518278366,0.0439721347763881,0.110635870243957,10.4420310101866,1.59364065647891e-25,2.38944684975515e-23
"AHNAK",1304.73763936323,0.768232671287972,0.0829122321162243,10.4273655338654,1.85973069350316e-25,2.73861949356674e-23
"ELK4",2046.27009933773,0.0693814956580563,0.0755712369342739,10.4281206486184,1.84501315331152e-25,2.73861949356674e-23
"ZEB1-AS1",451.042763227969,0.0217881325089794,0.0880631148551014,10.3944677284559,2.62749822126194e-25,3.83498479321002e-23
"SCAMP5",566.056327591062,-0.380079367809213,0.0836520472746761,-10.3854588253669,2.88777419161469e-25,4.17789997739483e-23
"ATP6V0A1",2961.05464005869,-0.0489694939847902,0.0526593419769432,-10.3675215788125,3.48444794647542e-25,4.99730434619297e-23
"COL6A2",431.468889121692,0.170906393630048,0.0954143869992852,10.3356162888512,4.86276200270098e-25,6.91392531987476e-23
"NCOA5",1221.25943762595,-0.0242225755701951,0.0662902268520795,-10.3285486272048,5.23466080805262e-25,7.37908211172751e-23
"FNDC3B",1393.96442821639,0.479754779495405,0.0615316013661849,10.2910518305003,7.73270023206464e-25,1.08080868582578e-22
"RCC1",4361.86437559624,-0.288024549823886,0.0539574019036931,-10.2839572962178,8.32381217558373e-25,1.15365238833532e-22
"HSPG2",452.832479744406,0.516579666887939,0.092186590828484,10.2789407120267,8.76860037626478e-25,1.20517105004779e-22
"FLJ37453",900.176093919873,0.0026250770632993,0.072609237150701,10.2441608615234,1.25710962149435e-24,1.70515776155145e-22
"PYGL",2561.5556105607,0.279773612519489,0.0604312784292211,10.2438376066249,1.26131841938566e-24,1.70515776155145e-22
"FYCO1",1660.32927912442,0.834927680432448,0.0664517138352702,10.2350620944113,1.38106558776393e-24,1.8518629869098e-22
"RIMS4",1345.3561701005,-0.168098637890379,0.0641163944957155,-10.1791451100943,2.45710450687536e-24,3.2681471477335e-22
"SLC43A2",432.322925673408,-0.465217382464815,0.0861999598195812,-10.1491121031571,3.34391796036069e-24,4.41209911361831e-22
"NKIRAS2",2912.39212105579,-0.00316045149360425,0.0605096714138079,-10.1401715273048,3.66455555833852e-24,4.79678689076803e-22
"LAMB1",1436.13853452393,0.551154730005866,0.0715373295814369,10.1381047410003,3.74290688001099e-24,4.86076875370246e-22
"UTP20",1777.93962824064,0.235935414573783,0.0664113973435986,-10.1330119891031,3.94312501746535e-24,5.08077819633251e-22
"SF3A1",6522.16434443708,0.169835998018366,0.053281233784319,-10.1222921358088,4.39988884936291e-24,5.62537727073973e-22
"SERP1",4047.29400677431,0.449130026419337,0.0515814222902538,10.090605998661,6.07930431140393e-24,7.71276661599885e-22
"NT5C3L",4678.63676013891,-0.0440288771200365,0.0519919692106572,-10.0370223054235,1.04789732581404e-23,1.3193107324161e-21
"KLHL15",3726.96225576114,0.106882960275617,0.0670374072352712,10.003508985224,1.4709066959453e-23,1.83785334365347e-21
"CEBPG",3238.58427190788,0.132979719366228,0.0555022012986268,9.99362186694752,1.62532208621283e-23,2.01552159157204e-21
"DPYSL5",1940.40301966846,-0.461545601605335,0.0629412900021366,-9.99090224450616,1.67054205675711e-23,2.0561380703056e-21
"RBM33",5589.96206428036,0.144393277637734,0.0504804318099423,9.98899372815048,1.70301725149303e-23,2.08058248362034e-21
"NBPF1",1114.16976416735,0.026774745655684,0.0665621181932381,-9.98333322767884,1.80305818032755e-23,2.18660577706929e-21
"BRD2",30206.9343551228,0.240636029843084,0.0438498632510277,9.95533185142423,2.390240827714e-23,2.87753591032751e-21
"XBP1",2575.47012161059,0.084132051462781,0.0641746931144104,9.94477565720661,2.65772188187656e-23,3.17636282592682e-21
"MRPS7",2367.13793670682,0.0894944822410052,0.0608414148646586,-9.9425294521499,2.71835343577782e-23,3.22545346879738e-21
"TBC1D5",1248.68958857178,-0.43132592607524,0.0660277747258508,-9.90552966381618,3.93877401166233e-23,4.64015712673906e-21
"RGS16",1346.96500504286,-0.290649093649738,0.0779481112806092,9.90223907336811,4.07057772702725e-23,4.76142116679861e-21
"PURB",5345.50574837437,0.183386040902824,0.0583839987538156,9.8666897603775,5.80487005267988e-23,6.74223392808798e-21
"DCAF7",6807.39690955658,0.0709398685448819,0.0449904274047328,-9.86266046863515,6.04266625018833e-23,6.96934926324169e-21
"PIP4K2B",3457.85145071069,-0.0572028981994249,0.0503465773237117,-9.83464451547275,7.98491025111947e-23,9.14549477581343e-21
"WDR1",4003.48662709107,0.0452370413976448,0.0554709709490826,-9.82619918185948,8.68343260287788e-23,9.87695544270793e-21
"CSTB",1417.16888853387,-0.0107678217914216,0.0617627534919878,-9.76880522629123,1.53248579014007e-22,1.73118411895755e-20
"PITPNA",2047.93742756108,0.0324797495041965,0.0545581572433802,-9.7612720573975,1.65071553721242e-22,1.85205791532275e-20
"ATAD3B",1044.86951560545,0.121179884317719,0.0763961921520103,-9.7083752799385,2.77728651744548e-22,3.09498557650191e-20
"HSPB1",600.52853855035,0.205469934657591,0.0861388735477422,9.70043574898637,3.00213716909983e-22,3.32310391476265e-20
"SRM",3960.93226693791,0.142327866447704,0.0688788944501508,-9.68623249278658,3.45021637025939e-22,3.79362790631254e-20
"EXOC7",3579.04398666811,-0.0139985139168319,0.0646234533796487,-9.65419104573644,4.71868705493933e-22,5.15399374815326e-20
"COL5A1",247.23675740233,0.388067896691749,0.103798984869662,9.65102852737788,4.86651512614801e-22,5.28048907733942e-20
"TBC1D13",1327.12156120219,-0.252082807393697,0.065590356167562,-9.64508188116709,5.15700222274079e-22,5.55911357252705e-20
"TMEM199",959.471472184658,-0.152352192210898,0.0663716609692109,-9.64061692899211,5.38632792607331e-22,5.76861730420305e-20
"ARRDC4",2792.14435463479,-0.155461880730338,0.0683314312999147,9.6275092151048,6.11948000604901e-22,6.51152153159782e-20
"SNX12",1515.64362679536,-0.250599993600723,0.0660050786940408,-9.61722618666876,6.76302948679864e-22,7.15016957216475e-20
"TOMM40",2263.06788707156,0.00470783686991938,0.0674647568554033,-9.60510179658833,7.60827133239025e-22,7.99256172516639e-20
"NFE2L3",470.044833302424,0.269535458081519,0.0953482486661535,9.59244961976528,8.60180725500375e-22,8.97908905422638e-20
"MSMO1",2203.27290171119,-0.0749238962328633,0.0638505219583423,9.5891348532014,8.88266876142925e-22,9.21395320014168e-20
"RMI2",909.963650466464,0.357347305456659,0.0728100543704642,9.57657384290931,1.00317599282063e-21,1.03408635309942e-19
"HTRA1",242.742389396271,0.822700193975893,0.102025944361115,9.55752920058589,1.20601482143078e-21,1.23545356831415e-19
"CLN6",1790.14406869821,-0.0238659662541342,0.0693593770031612,-9.52645543718799,1.62745205550423e-21,1.6568868365081e-19
"RBM8A",3348.00536094223,0.0905532114072532,0.0581455928894407,-9.51149562730032,1.87940711348327e-21,1.90166021611531e-19
"DHCR24",5607.9224266013,0.0799341451917946,0.0548385798283759,-9.50973826240675,1.91142853952579e-21,1.92226773795115e-19
"PPIL1",2650.02485879623,-0.114227074504141,0.0549590135336756,-9.50647455055099,1.97233606359241e-21,1.97149931495937e-19
"MTSS1L",1604.2358342538,-0.0181506865803636,0.0630739549844116,-9.50500981737992,2.00029143735171e-21,1.98739799254468e-19
"ATP6V1C1",1666.90711058367,-0.36554000886027,0.0588567033651321,-9.49165107497713,2.27403432604761e-21,2.24584719398222e-19
"H2AFY",8264.90604572133,-0.180579315264522,0.0502236260558132,-9.47498469347369,2.66799820205529e-21,2.61924371110107e-19
"PPP1R15A",4620.86166070508,0.681353573704393,0.0624462439372999,9.45933785581517,3.09899343922243e-21,3.0243608753311e-19
"FOSB",638.362878285845,1.29388894459602,0.0832832318171192,-9.45283587145599,3.29772786148463e-21,3.19937797761565e-19
"KLF9",1512.20663433881,-0.0446963285427487,0.0643915707756878,9.4419035598533,3.66067621246922e-21,3.53073291065818e-19
"DHX9",8544.12110677022,0.274006388011971,0.0512272936462031,-9.44008646076508,3.72471927151631e-21,3.57161598518131e-19
"SLC46A1",1199.12376204471,0.0782912683449384,0.0630047536763826,-9.41742475065471,4.62286860348913e-21,4.40722380793909e-19
"C2orf18",885.139578591085,-0.0899300934594181,0.0737509444045185,-9.40752783688194,5.07942902198507e-21,4.8146564861839e-19
"ACHE",88.3289273993494,0.325470487533317,0.124481122718166,9.39077206732264,5.95620356388253e-21,5.61346659309226e-19
"PMAIP1",6753.47646119145,-0.0154526136549414,0.0665334225513752,9.38005133804511,6.594061366794e-21,6.17930989332576e-19
"DCHS1",157.08657066648,-0.148908878525284,0.117401337824158,9.36949309556914,7.28817030072173e-21,6.79117473275726e-19
"FLNC",1658.24185230898,0.188200316288686,0.0730932087042416,9.36842514504216,7.36227979421849e-21,6.82168992393515e-19
"WIZ",2161.32924120318,0.0595660098272397,0.061815513486148,-9.35761775627884,8.15546919859594e-21,7.51442198281803e-19
"DDIT4",3784.90387584267,0.14676791505276,0.078018226389179,9.34074267638313,9.56607316840747e-21,8.76518026480802e-19
"URB2",1819.48686740179,0.0241127478941407,0.057793811300338,-9.33774148649962,9.84108537070845e-21,8.96734922757428e-19
"PRPF8",15239.501978077,0.164372090627213,0.0464676791268036,-9.32608970941041,1.09848916944974e-20,9.95460542403e-19
"MOXD1",556.09236953275,-0.040120125508974,0.0887671092028078,9.29713220188973,1.44284767516954e-20,1.30037632276345e-18
"KIF1C",2535.63852846747,-0.769893912497891,0.0583335603020168,-9.29240549855657,1.50840034890639e-20,1.35206776926701e-18
"APEX1",3458.90918174831,-0.0651851473121794,0.0646096291134938,-9.29059585777905,1.53426967858413e-20,1.36782215183179e-18
"NUFIP2",14794.2574918893,-0.00443014288919581,0.0544244231609104,9.27881814434592,1.71368797498973e-20,1.51956213825299e-18
"CSDE1",30769.4099131539,-0.0456729831653166,0.0499507516958921,-9.25523338035658,2.13762907744394e-20,1.88534312161941e-18
"UBTF",3667.84148056571,0.253231166946802,0.05494143988045,-9.23006151668189,2.70476517447292e-20,2.37285595864797e-18
"KIF3B",2100.11864384775,0.100893917126299,0.0619694801853022,-9.22165384023196,2.92552568445683e-20,2.55294683141516e-18
"ACSL4",4482.79885329444,-0.0752370843150052,0.0647944387391109,9.21587678688797,3.0874459606618e-20,2.68006559101026e-18
"NME1",2900.61558462463,0.062149844009682,0.0586247277881844,-9.20814745059501,3.31801690769977e-20,2.86513365752316e-18
"LOC646719",1891.03619241661,-0.00890905191951672,0.065529476140947,9.20684364522009,3.358553963297e-20,2.88503283940924e-18
"ATP6V0D1",1219.89317471255,0.111387017487835,0.0710607980406582,-9.20189713356415,3.51684911485008e-20,3.00535712182499e-18
"MED29",2365.94690081462,0.15271021430467,0.0594536005871149,-9.17706125141363,4.43016309817164e-20,3.76632371021365e-18
"IGF2BP1",10592.3356098803,0.0922991620190191,0.0468179403972799,-9.16165492926201,5.11074354831236e-20,4.29594539035654e-18
"LAMP2",2645.5026965304,0.909103454156704,0.0672169403392723,9.16161111574346,5.11281933005854e-20,4.29594539035654e-18
"SLAIN1",1724.874439722,0.449766938889514,0.0584695926205597,9.16122233616502,5.13127534044891e-20,4.29594539035654e-18
"SETD8",1845.90570492088,0.159391644379467,0.059515253282038,-9.15850125681427,5.2623059085111e-20,4.38339451257947e-18
"CABLES1",1060.48050143136,0.147314686719773,0.0667471678728145,-9.15773017589776,5.30003414763028e-20,4.39263634155106e-18
"EBF4",195.851070258298,0.100633935192533,0.11240491316618,9.15532446667456,5.41946994262297e-20,4.46916588818404e-18
"PRSS12",480.167120883239,0.116929912544068,0.0936699064055967,9.15088928185216,5.64667771972547e-20,4.63336595181255e-18
"ABCF2",3488.6483291508,0.252812463114671,0.0542779000799989,-9.14832012444585,5.78257212216982e-20,4.72138425796767e-18
"CELF2",2768.61843150048,-0.0998729965995333,0.056459932373747,-9.14263823386165,6.09469938145668e-20,4.95171807381108e-18
"CD24",870.473564561797,-0.708865051639878,0.0898355435744075,9.14141013948881,6.16432107859684e-20,4.98373272300479e-18
"TIMM10",648.306550442749,-0.288583701619978,0.0769180026682181,-9.13641494645366,6.45569608562944e-20,5.19384368489201e-18
"C12orf49",1318.17487609232,0.137249926113923,0.0612127673592367,-9.13386048757079,6.60991957554783e-20,5.29210696890827e-18
"DPP9",2174.27049608875,0.16352619390098,0.0645339095330892,-9.13120355497684,6.77419369332357e-20,5.3974288204824e-18
"ZNF211",798.478818938089,0.40542031569168,0.0756996883447953,9.12655172452036,7.0715829925705e-20,5.60728934117622e-18
"C19orf63",3069.34083309352,0.33583595280181,0.0689235377632752,-9.11848285498777,7.61832994240292e-20,6.01191941339959e-18
"TH1L",2930.56422476612,0.112251617313514,0.0579057623844333,-9.11690162706761,7.73027015049789e-20,6.07120693296008e-18
"BTG3",1516.90478189294,0.200724906304688,0.0623707460064417,9.09306121018674,9.62890095345518e-20,7.52651485428134e-18
"EIF4G2",28130.4899293807,0.150565534300257,0.0468944563716413,-9.09195620511095,9.72728781670626e-20,7.56755462079889e-18
"NEFL",2969.25247532275,-0.0685745426604516,0.0538544254010587,-9.08952848183827,9.94694899753214e-20,7.70211407588251e-18
"SMARCC1",8010.58363539704,0.0485461170935941,0.0520309988444728,-9.08453130146662,1.04146424591251e-19,8.02657467655839e-18
"ZEB2",882.665500123145,0.466159428397222,0.0695933953664082,9.07918352253155,1.09392350240755e-19,8.39166526753848e-18
"C1orf144",6735.14575104477,0.218637025008173,0.053831285707105,-9.07673183275183,1.11883838943389e-19,8.54305627635794e-18
"ZNF585A",477.348311853324,0.210805515949981,0.0902803497948867,9.06063624171166,1.29691832184966e-19,9.85717690427022e-18
"PARP1",16763.8104484776,0.0665441067676201,0.0420891379509332,-9.0487101318168,1.44667055770885e-19,1.09449254625193e-17
"EIF2AK3",840.727006418005,0.529902853777659,0.0728821287330782,9.04176422909261,1.54163304969195e-19,1.16101159308536e-17
"DDB1",10470.3714958148,0.0455472610431633,0.0482511753089163,-9.01476855644488,1.97286597630193e-19,1.47902175214308e-17
"GNPDA1",2741.56543760483,0.0433402007198941,0.0555152567092425,-8.99227762089031,2.42159116091607e-19,1.79906770346796e-17
"SEPT2",12917.7118097413,0.197382648231879,0.0436340213792129,-8.99251688068222,2.41632387025254e-19,1.79906770346796e-17
"ZNF850",685.300962648071,0.036640741091441,0.0798976995901011,8.97504687727566,2.83231157986238e-19,2.09476748370719e-17
"RECK",302.756233786247,0.672555922024868,0.0981731812531539,8.96566158090191,3.08423717957808e-19,2.27090731262417e-17
"FAM83H",1503.40780680099,-0.463617798454757,0.0687636691527474,-8.94030366841334,3.8810239604913e-19,2.84487680801702e-17
"MAGED2",3158.28915916828,-0.0429285977113102,0.0579211155550043,8.93732046789473,3.98720768043176e-19,2.90977948112217e-17
"LOC202781",695.002795193576,-0.120857014954472,0.0830994358983531,8.93488736649419,4.0759320856977e-19,2.96142501715472e-17
"GDNF",139.812819286073,-0.200226239602908,0.118745665823834,8.92607587204696,4.4138781318987e-19,3.19289877321953e-17
"C9orf142",924.115045138871,-0.172845074282102,0.0718472997317382,-8.9235921479957,4.51403860642241e-19,3.25109339457314e-17
"CD3EAP",1116.45687516603,0.0245645208488037,0.0735105078004063,-8.91868350451289,4.71863758877475e-19,3.38367346746356e-17
"CSRNP3",529.525244495551,-0.27202048288959,0.0889312976826235,8.9044998064759,5.3627305083739e-19,3.82889672184462e-17
"PIP5K1C",1058.74657025477,-0.378337912721758,0.0687862909625239,-8.90012867437546,5.57819806098432e-19,3.96556985430235e-17
"CCNB1IP1",2082.18101926062,0.311024627910512,0.0566984296482832,8.89395735640847,5.89703335591058e-19,4.15640047602706e-17
"ERO1LB",1004.61866229246,-0.00391903413389861,0.0756550878317535,8.89423637887024,5.88223696742334e-19,4.15640047602706e-17
"MYC",2712.35874784894,-0.0447223053204614,0.0630632628083096,8.88533509781887,6.37283884938368e-19,4.47264813373979e-17
"PSMD2",4159.87566488786,0.0900354907265508,0.0527828374034584,-8.8709757204002,7.25077632777942e-19,5.06724804974856e-17
"C5orf41",752.31593434776,-0.186733799681942,0.0816385007442192,8.86958629640957,7.34181445004221e-19,5.10922133858845e-17
"DNAJC11",3430.98016623551,0.197588999150027,0.0595945562339378,-8.8682353336016,7.43141480905851e-19,5.14984556494966e-17
"RPS27L",668.268507121135,0.931348848202049,0.075174166069831,8.84046118080792,9.53243044659144e-19,6.57817470107249e-17
"ADD1",3887.54356596438,-0.0154154640299997,0.0504257902387545,-8.83549314157706,9.96576488392882e-19,6.84855667627659e-17
"SLC35B2",1690.4404074103,0.165633190827762,0.0627053359995548,-8.83281119269051,1.02077242914391e-18,6.98572600575537e-17
"MRPL36",838.069826897356,0.52753196737918,0.0705473369148943,8.83050804188236,1.042013351984e-18,7.10162240259178e-17
"RRP1B",3587.06352499842,-0.189618788148474,0.054449463220858,-8.82511796494446,1.09344490694573e-18,7.42147607006419e-17
"SNAP25",72.4732561297492,0.271615448629043,0.126402116302314,8.82183889004476,1.12595173990556e-18,7.61078772387801e-17
"BRD4",3994.78227589546,0.313510620158897,0.061187852943767,-8.81878943929844,1.15703783409484e-18,7.78898979499027e-17
"PRKAR1B",331.238269292273,0.176447518290556,0.0906095338010135,-8.81594700548349,1.18677612985499e-18,7.95670679256033e-17
"KHSRP",10000.1301841673,-0.137025735698184,0.0496002263502614,-8.80671786587718,1.28863502590198e-18,8.6046386567617e-17
"ZC3H7B",3531.0912944678,-0.102546465016668,0.0551892267628812,-8.79777198685837,1.39559240619505e-18,9.28125224007056e-17
"ARID1B",2003.91840682135,0.0274293953007548,0.0573269718860074,-8.79223725343425,1.46610758881442e-18,9.71104918165311e-17
"RAB31",2245.18420463233,-0.0146911862045693,0.0599865642084483,-8.79145062892512,1.47641103153577e-18,9.74017885724776e-17
"MDK",1773.04112393206,0.323040126457895,0.117370259480285,8.77566803361429,1.69892303449761e-18,1.11634811187128e-16
"CSRNP1",793.884246769551,0.760430827094523,0.0731788718792816,8.77487372401238,1.71095745421902e-18,1.11979449573152e-16
"LOC284344",95.3521803121794,1.0540564299298,0.124778460528949,-8.75745528552938,1.99707656922954e-18,1.30188868997244e-16
"SLC27A4",1222.8872626702,0.0485359796120387,0.0728232405845649,-8.74035983780827,2.323691044896e-18,1.50884395289251e-16
"CDCA5",2551.08517458399,-0.0468241342542898,0.053712063311769,-8.73784924148974,2.37590273094943e-18,1.53669661731565e-16
"MCAM",925.682456110618,0.458168915276521,0.0750997400009001,8.71782376434683,2.83599930113748e-18,1.82711470600236e-16
"VPS33A",1483.85584668216,0.0941545388672635,0.0624193495969664,-8.71400771649011,2.93316400391568e-18,1.88236085278527e-16
"NACC1",2863.85197089924,0.0172355219822896,0.0718967399506277,-8.69450617444886,3.48341460015567e-18,2.22682003877393e-16
"LMNB2",7235.96140959547,0.148511203400676,0.0541101437241048,-8.69379699585547,3.50523746141828e-18,2.23211897494871e-16
"ZDHHC16",1162.19334053759,-0.0727322439445535,0.067022199994903,-8.69275834204418,3.53744275451857e-18,2.2439632057798e-16
"HLA-B",1782.800769818,0.494196708306328,0.0617029682694322,8.69030398053787,3.61470989046522e-18,2.28419196258402e-16
"SAMD4B",4016.25196483542,-0.103683979118718,0.0567314361743289,-8.6885255555901,3.67173625781186e-18,2.31137198855309e-16
"MTMR6",962.20386037449,0.428270984225189,0.0720443394172435,8.68170755397523,3.8987081318124e-18,2.44491989421985e-16
"GYPC",425.727105442656,0.248236104146008,0.0943744421816764,8.6792348144895,3.98440325452189e-18,2.48919556351627e-16
"SLIT3",133.755936497934,-0.167829050079863,0.121704941889574,8.67395104340904,4.17379817579938e-18,2.59767748352676e-16
"QPRT",809.766582112263,-0.100983771301328,0.0749910047241064,8.65017603831668,5.14200496414978e-18,3.18823638623016e-16
"FAM134A",1196.66302960808,0.0547974422010261,0.0658691784124174,-8.63829424150202,5.70585082541485e-18,3.51144021132713e-16
"WDR77",3115.37791036161,0.197024972643782,0.0552752253732212,-8.63839762822587,5.70069074900421e-18,3.51144021132713e-16
"TMEM22",715.672811884265,-0.133390908703349,0.0768782148645286,8.63612187244305,5.81534721624099e-18,3.5655212504633e-16
"LAMA1",613.860018834144,0.404682456548922,0.0855380736431115,8.62798964506399,6.24397307935939e-18,3.81414251843979e-16
"ZNF783",1008.14241673528,-0.374896164297757,0.0701924145566243,-8.62244925658377,6.55370077928949e-18,3.98856778423696e-16
"NAP1L4",3771.12374844194,-0.0523290883996987,0.0488154391728154,-8.61494498669663,6.99751870653539e-18,4.24301750098854e-16
"IDI1",4029.80592654661,0.0356271292973356,0.060209124157415,8.6113597252449,7.21990460758305e-18,4.36182735138708e-16
"WDR45L",2897.39382777849,-0.270352518023317,0.0527043784218399,-8.60237660681211,7.80820829819952e-18,4.70002844752572e-16
"KIF1A",1759.26054176795,0.329860373005788,0.0626447816097784,8.59668162471977,8.20542177057525e-18,4.92116440953082e-16
"HIRA",2453.21867940616,0.121441977327176,0.0570533469540399,-8.59574528068865,8.27261199764922e-18,4.94348513323292e-16
"UHRF1",1636.4382090165,-0.173714175955612,0.062833764702746,-8.59513580842036,8.31663800526923e-18,4.95185236898575e-16
"AMOT",24418.1290244355,-0.603472714515302,0.0468256727531519,-8.58644364976671,8.97027799453289e-18,5.32182715697234e-16
"MLL",3741.48466892818,0.258008477272941,0.0706959420538781,8.5833635626678,9.21385715164528e-18,5.44674358430415e-16
"ZFAND1",909.177212956275,0.0666588684932329,0.0732078585303705,8.57609311927195,9.81500945449336e-18,5.78139110474853e-16
"KCNAB2",233.423109352259,0.213671884973125,0.106825820279248,8.56828703991089,1.05035717530156e-17,6.16496117161872e-16
"FAM168B",6244.18447997754,-0.0641357783499905,0.0465941719838854,-8.56678402721083,1.06415210407458e-17,6.20178821643183e-16
"TSPAN3",7211.41818097196,-0.0412585942667127,0.0467332827174611,-8.56703728294928,1.06181521437088e-17,6.20178821643183e-16
"UBE2E3",1068.051056825,0.473046373326627,0.0656619697012644,8.56336351953539,1.09621614285231e-17,6.36615945213494e-16
"GRWD1",2443.91248330713,-0.00774746870137466,0.0692662928545891,-8.56113829330134,1.11758550976716e-17,6.46748695178587e-16
"PSME3",6925.16411915774,0.0993794384822985,0.0531667435246074,-8.54695226906776,1.26381427099187e-17,7.28814292708701e-16
"NID2",522.382994359535,0.326976573906859,0.0835556369499617,8.53314416391332,1.42423029515675e-17,8.18460984600011e-16
"GLE1",1932.25476872776,0.00058056992369331,0.0592664291424999,-8.53230624406633,1.43458690340941e-17,8.21550062428176e-16
"ACADVL",1325.11670297654,0.156233688373886,0.0799451951233256,8.5222512489287,1.56481473195998e-17,8.93027313986714e-16
"ATP6V1G1",3168.52473249131,0.0931065517984613,0.050865594829622,-8.51032894637996,1.7344059784165e-17,9.86398544897357e-16
"ZMAT3",1351.93652427445,0.460172011125449,0.0761481166620221,8.50175684169578,1.86742659278536e-17,1.05840092078381e-15
"ZNF121",1814.05317298181,-0.195232320556757,0.0780686977320016,8.50022978705609,1.89215763675007e-17,1.06874506516845e-15
"HEG1",1165.17850623063,0.701179817015025,0.0666932369416184,8.4876948383581,2.10776170928531e-17,1.18646122427449e-15
